title,grade,grade_in_symbol,subject,language,language_code,chapter_id,link,thumbnail
Introduction to Inequalities,six,6,math,English,en,matimn01,start.html?id=matimn01&lang=en&grade=6,images/thumb/math/introduction-to-inequalityGr601.png
Properties of Inequality,six,6,math,English,en,matpoi01,start.html?id=matpoi01&lang=en&grade=6,images/thumb/math/properties_of_inequality_gr601.png
Lines,six,6,math,English,en,matlin01,start.html?id=matlin01&lang=en&grade=6,images/grade6/math/lines--gr-6-01.png
"Triangles, Quadrilaterals and Polygons",six,6,math,English,en,mattqp01,start.html?id=mattqp01&lang=en&grade=6,images/thumb/math/Triangle-Gr-6-01.png
Coordinates,six,6,math,English,en,matcor01,start.html?id=matcor01&lang=en&grade=6,images/grade6/math/co-ordinates--gr-6-01.png
Symmetry,six,6,math,English,en,matsym01,start.html?id=matsym01&lang=en&grade=6,images/grade6/math/symmetryGr601.png
समूहको परिचय,six,6,math,Nepali,ne,matstn01,start.html?id=matstn01&lang=np&grade=6,images/thumb/math/sets6_thumbnail.png
सङ्ख्या प्रणाली,six,6,math,Nepali,ne,mattns01,start.html?id=mattns01&lang=np&grade=6,images/thumb/math/the_number_system_gr601.png
रूढ खण्‍डीकरण,six,6,math,Nepali,ne,matprf01,start.html?id=matprf01&lang=np&grade=6,images/thumb/math/prime_factorization_gr601.png
नाफा र नोक्सान,six,6,math,Nepali,ne,matpal01,start.html?id=matpal01&lang=np&grade=6,images/thumb/math/Profit-and-loss-Gr-6-01.png
ऐकिक नियम,six,6,math,Nepali,ne,matunm01,start.html?id=matunm01&lang=np&grade=6,images/thumb/math/Unitary-Method-Gr-6-01.png
साधारण ब्याज,six,6,math,Nepali,ne,matsdb01,start.html?id=matsdb01&lang=np&grade=6,images/grade6/math/simple-interest-gr-6-01.png
परिमिति र क्षेत्रफल,six,6,math,Nepali,ne,matpaa01,start.html?id=matpaa01&lang=np&grade=6,images/thumb/math/perimeter-and-area-Gr-6-01.png
घाताङ्‍कको परिचय,six,6,math,Nepali,ne,matexn01,start.html?id=matexn01&lang=np&grade=6,images/thumb/math/exponents_6/thumbnail.png
असमानताको परिचय,six,6,math,Nepali,ne,matimn01,start.html?id=matimn01&lang=np&grade=6,images/thumb/math/introduction-to-inequalityGr601.png
असमानताको विशेषताहरू,six,6,math,Nepali,ne,matpoi01,start.html?id=matpoi01&lang=np&grade=6,images/thumb/math/properties_of_inequality_gr601.png
रेखाहरू,six,6,math,Nepali,ne,matlin01,start.html?id=matlin01&lang=np&grade=6,images/grade6/math/lines--gr-6-01.png
"त्रिभुज, चतुर्भुज र बहुभुजहरू",six,6,math,Nepali,ne,mattqp01,start.html?id=mattqp01&lang=np&grade=6,images/thumb/math/Triangle-Gr-6-01.png
निर्देशाङ्‌क,six,6,math,Nepali,ne,matcor01,start.html?id=matcor01&lang=np&grade=6,images/grade6/math/co-ordinates--gr-6-01.png
सममिति,six,6,math,Nepali,ne,matsym01,start.html?id=matsym01&lang=np&grade=6,images/grade6/math/symmetryGr601.png
Measurement,six,6,science,English,en,scimmt01,start.html?id=scimmt01&lang=en&grade=6,images/thumb/science/measurement-Gr-6-01.png
Force and Motion,six,6,science,English,en,scifam01,start.html?id=scifam01&lang=en&grade=6,images/thumb/science/thumbnail_force_n_motion.png
Simple Machine,six,6,science,English,en,scispm01,start.html?id=scispm01&lang=en&grade=6,images/main/science/Grade7/Simple-Machine.png
Simple machine,six,6,science,English,en,scisym01,start.html?id=scisym01&lang=en&grade=6,images/thumb/science/simple_machine_new_thumbnail.png
Utilities of simple machine,six,6,science,English,en,scismu01,start.html?id=scismu01&lang=en&grade=6,images/main/science/Grade7/utilities_of_simple_machine.png
Sources of Heat,six,6,science,English,en,scismn01,start.html?id=scismn01&lang=en&grade=6,images/thumb/science/sources-of-heat-new--Gr-601.png
Circuit Symbols,six,6,science,English,en,sciezy01,start.html?id=sciezy01&lang=en&grade=6,images/thumb/science/circuit_symbols_gr_6_thumbnail.png
Make your own battery,six,6,science,English,en,scimob01,start.html?id=scimob01&lang=en&grade=6,images/thumb/science/making-your-own-battery-using-lemons-new-Gr-601.png
Mixture,six,6,science,English,en,scimxt01,start.html?id=scimxt01&lang=en&grade=6,images/main/science/Grade7/mixture.png
Some Useful Chemicals,six,6,science,English,en,sciche01,start.html?id=sciche01&lang=en&grade=6,images/main/science/Grade7/usefullchemical.png
Metal and Non Metal,six,6,science,English,en,scimtl01,start.html?id=scimtl01&lang=en&grade=6,images/main/science/Grade7/metal-and-non-metal.png
Soil,six,6,science,English,en,scisol01,start.html?id=scisol01&lang=en&grade=6,images/main/science/Grade8/Grade8-soil.png
Earth and Universe,six,6,science,English,en,sciert01,start.html?id=sciert01&lang=en&grade=6,images/main/science/Grade7/earth-and-universe.png
नाप,six,6,science,Nepali,ne,scimmt01,start.html?id=scimmt01&lang=np&grade=6,images/thumb/science/measurement-Gr-6-01.png
बल र चाल,six,6,science,Nepali,ne,scifam01,start.html?id=scifam01&lang=np&grade=6,images/thumb/science/thumbnail_force_n_motion.png
सरल यन्त्र चिनौँ,six,6,science,Nepali,ne,scispm01,start.html?id=scispm01&lang=np&grade=6,images/main/science/Grade7/Simple-Machine.png
सरल यन्त्र,six,6,science,Nepali,ne,scisym01,start.html?id=scisym01&lang=np&grade=6,images/thumb/science/simple_machine_new_thumbnail.png
सरल यन्त्रका प्रयोग,six,6,science,Nepali,ne,scismu01,start.html?id=scismu01&lang=np&grade=6,images/main/science/Grade7/utilities_of_simple_machine.png
तापका स्रोतहरू,six,6,science,Nepali,ne,scismn01,start.html?id=scismn01&lang=np&grade=6,images/thumb/science/sources-of-heat-new--Gr-601.png
विद्युत् परिपथका चिह्‍नहरू,six,6,science,Nepali,ne,sciezy01,start.html?id=sciezy01&lang=np&grade=6,images/thumb/science/circuit_symbols_gr_6_thumbnail.png
आफ्‍नै ब्‍याट्री बनाऔँ,six,6,science,Nepali,ne,scimob01,start.html?id=scimob01&lang=np&grade=6,images/thumb/science/making-your-own-battery-using-lemons-new-Gr-601.png
मिश्रण,six,6,science,Nepali,ne,scimxt01,start.html?id=scimxt01&lang=np&grade=6,images/main/science/Grade7/mixture.png
केही उपयोगी रसायनहरू,six,6,science,Nepali,ne,sciche01,start.html?id=sciche01&lang=np&grade=6,images/main/science/Grade7/usefullchemical.png
धातु र अधातु,six,6,science,Nepali,ne,scimtl01,start.html?id=scimtl01&lang=np&grade=6,images/main/science/Grade7/metal-and-non-metal.png
माटो,six,6,science,Nepali,ne,scisol01,start.html?id=scisol01&lang=np&grade=6,images/main/science/Grade8/Grade8-soil.png
पृथ्वी र अन्तरिक्ष,six,6,science,Nepali,ne,sciert01,start.html?id=sciert01&lang=np&grade=6,images/main/science/Grade7/earth-and-universe.png
"Greetings, Introductions and Leave Taking",six,6,english,English,en,enggrt01,start.html?id=enggrt01&lang=en&grade=6,images/thumb/english/greetings_thumb.png
Filling forms,six,6,english,English,en,engfil01,start.html?id=engfil01&lang=en&grade=6,images/thumb/english/filling-forms-gr6_01.png
What if ?,six,6,english,English,en,engwif01,start.html?id=engwif01&lang=en&grade=6,images/thumb/english/what-if-gr6_01.png
Reading Letters and Emails,six,6,english,English,en,engrle01,start.html?id=engrle01&lang=en&grade=6,images/thumb/english/reading_letters_thumbnail.png
Permissions and Obligations,six,6,english,English,en,engexo01,start.html?id=engexo01&lang=en&grade=6,images/grade6/english/permissions-and-obligations-gr601.png
Requesting and responding,six,6,english,English,en,engrrn01,start.html?id=engrrn01&lang=en&grade=6,images/thumb/english/request_response_thumbnail.png
Making Inferences and Predictions,six,6,english,English,en,engmai01,start.html?id=engmai01&lang=en&grade=6,images/thumb/english/making-inferences-gr6-01.png
Superlatives and comparatives,six,6,english,English,en,engsnc01,start.html?id=engsnc01&lang=en&grade=6,images/thumb/english/superlatives_and_comparatives_gr601.png
"Identifying People, Places and Objects",six,6,english,English,en,engipo01,start.html?id=engipo01&lang=en&grade=6,images/grade6/english/Identifying-people-and-objects-gr6-01.png
"Describing People, Places and Things",six,6,english,English,en,engdpp01,start.html?id=engdpp01&lang=en&grade=6,images/thumb/english/Describing-People-gr6-01.png
Malala Yousafzai,six,6,english,English,en,engmla01,start.html?id=engmla01&lang=en&grade=6,images/thumb/english/malala-yousafzai-gr501.png
The Will,six,6,english,English,en,engtwi01,start.html?id=engtwi01&lang=en&grade=6,images/thumb/english/the-will-gr601.png
Following Instructions,six,6,english,English,en,engfin01,start.html?id=engfin01&lang=en&grade=6,images/grade6/english/following-instruction-gr601.png
At the airport,six,6,english,English,en,engatp01,start.html?id=engatp01&lang=en&grade=6,images/thumb/english/at-the-airport-gr601.png
Reading Notices,six,6,english,English,en,engrno01,start.html?id=engrno01&lang=en&grade=6,images/grade6/english/reading-notices-gr601.png
Narmada,six,6,english,English,en,engnma01,start.html?id=engnma01&lang=en&grade=6,images/thumb/english/narmada-gr601.png
Types of Sets,seven,7,math,English,en,mattsn01,start.html?id=mattsn01&lang=en&grade=7,images/thumb/math/types_of_sets_out_img.png
Universal Set and Subsets,seven,7,math,English,en,matste01,start.html?id=matste01&lang=en&grade=7,images/thumb/math/universal_sets_outside_thumbnail_02.png
Integers,seven,7,math,English,en,matint01,start.html?id=matint01&lang=en&grade=7,images/main/math/Grade7/Integers.png
Square Root,seven,7,math,English,en,matsqt01,start.html?id=matsqt01&lang=en&grade=7,images/main/math/Grade7/Square-Root.png
"Ratio, Percentage and Proportion",seven,7,math,English,en,matrpp01,start.html?id=matrpp01&lang=en&grade=7,images/main/math/Grade7/Ratio-percentage-and-proportion.png
Unitary Method,seven,7,math,English,en,matuni01,start.html?id=matuni01&lang=en&grade=7,images/main/math/Grade7/Unitary-Method.png
Surface Area and Volume of Cuboid,seven,7,math,English,en,matcub01,start.html?id=matcub01&lang=en&grade=7,images/main/math/Grade7/Surface-area-and-volume-of-cuboid.png
Simplifying Exponents,seven,7,math,English,en,matexs01,start.html?id=matexs01&lang=en&grade=7,images/thumb/math/exponents_7/thumbnail.png
Algebraic Expressions,seven,7,math,English,en,mataex01,start.html?id=mataex01&lang=en&grade=7,images/main/math/Grade7/Algebraic-Expression.png
Function,seven,7,math,English,en,matfun01,start.html?id=matfun01&lang=en&grade=7,images/main/math/Grade7/Function.png
Equation and Inequality,seven,7,math,English,en,matequ01,start.html?id=matequ01&lang=en&grade=7,images/main/math/Grade7/Equations-and-inequalities.png
Graphing Inequalities,seven,7,math,English,en,matgie01,start.html?id=matgie01&lang=en&grade=7,images/thumb/math/graphing_inequalities_thumbnail.png
Angles,seven,7,math,English,en,matang01,start.html?id=matang01&lang=en&grade=7,images/main/math/Grade7/Angles.png
Construction of Angles,seven,7,math,English,en,matanc01,start.html?id=matanc01&lang=en&grade=7,images/main/math/Grade7/Construction-of-Angles.png
Quadrilaterals,seven,7,math,English,en,matqud01,start.html?id=matqud01&lang=en&grade=7,images/main/math/Grade7/Quadrilaterals.png
Simlarity and Congruency,seven,7,math,English,en,matsNc01,start.html?id=matsNc01&lang=en&grade=7,images/main/math/Grade7/Simlarity-and-Congruency.png
Regular Solid Objects,seven,7,math,English,en,matrso01,start.html?id=matrso01&lang=en&grade=7,images/main/math/Grade7/Regular-Solid-Objects.png
Tessellation,seven,7,math,English,en,mattes01,start.html?id=mattes01&lang=en&grade=7,images/main/math/Grade7/Tessellations.png
"Reflection, Rotation and Displacement",seven,7,math,English,en,mattfn01,start.html?id=mattfn01&lang=en&grade=7,"images/main/math/Grade7/Reflection,-Rotation-and-Translation.png"
Bearing and Scale Drawing,seven,7,math,English,en,matbsd01,start.html?id=matbsd01&lang=en&grade=7,images/main/math/Grade7/Bearing-and-Scale-Drawing.png
Discrete and Grouped Data and Mean,seven,7,math,English,en,matdgm01,start.html?id=matdgm01&lang=en&grade=7,images/main/math/Grade7/Discrete-and-grouped-data-and-mean.png
समूहका प्रकारहरू,seven,7,math,Nepali,ne,mattsn01,start.html?id=mattsn01&lang=np&grade=7,images/thumb/math/types_of_sets_out_img.png
सर्वव्यापक समूह र उपसमूहरू,seven,7,math,Nepali,ne,matste01,start.html?id=matste01&lang=np&grade=7,images/thumb/math/universal_sets_outside_thumbnail_02.png
पूर्णाङ्क सङ्ख्या,seven,7,math,Nepali,ne,matint01,start.html?id=matint01&lang=np&grade=7,images/main/math/Grade7/Integers.png
वर्गमूल,seven,7,math,Nepali,ne,matsqt01,start.html?id=matsqt01&lang=np&grade=7,images/main/math/Grade7/Square-Root.png
"अनुपात, प्रतिशत र समानुपात",seven,7,math,Nepali,ne,matrpp01,start.html?id=matrpp01&lang=np&grade=7,images/main/math/Grade7/Ratio-percentage-and-proportion.png
ऐकिक नियम,seven,7,math,Nepali,ne,matuni01,start.html?id=matuni01&lang=np&grade=7,images/main/math/Grade7/Unitary-Method.png
"षड्मुखाको सतह, क्षेत्रफल र आयतन",seven,7,math,Nepali,ne,matcub01,start.html?id=matcub01&lang=np&grade=7,images/main/math/Grade7/Surface-area-and-volume-of-cuboid.png
घाताङ्‍कको सरलीकरण,seven,7,math,Nepali,ne,matexs01,start.html?id=matexs01&lang=np&grade=7,images/thumb/math/exponents_7/thumbnail.png
बीजीय अभिव्यञ्यक,seven,7,math,Nepali,ne,mataex01,start.html?id=mataex01&lang=np&grade=7,images/main/math/Grade7/Algebraic-Expression.png
फलन,seven,7,math,Nepali,ne,matfun01,start.html?id=matfun01&lang=np&grade=7,images/main/math/Grade7/Function.png
समीकरण र असमानता,seven,7,math,Nepali,ne,matequ01,start.html?id=matequ01&lang=np&grade=7,images/main/math/Grade7/Equations-and-inequalities.png
रेखाचित्र असमानता,seven,7,math,Nepali,ne,matgie01,start.html?id=matgie01&lang=np&grade=7,images/thumb/math/graphing_inequalities_thumbnail.png
कोणका जोडा,seven,7,math,Nepali,ne,matang01,start.html?id=matang01&lang=np&grade=7,images/main/math/Grade7/Angles.png
कोणको रचना,seven,7,math,Nepali,ne,matanc01,start.html?id=matanc01&lang=np&grade=7,images/main/math/Grade7/Construction-of-Angles.png
चतुर्भुजको परिचय,seven,7,math,Nepali,ne,matqud01,start.html?id=matqud01&lang=np&grade=7,images/main/math/Grade7/Quadrilaterals.png
समरूप र अनुरूप आकृतिहरू,seven,7,math,Nepali,ne,matsNc01,start.html?id=matsNc01&lang=np&grade=7,images/main/math/Grade7/Simlarity-and-Congruency.png
नियमित ठोस वस्तुका नमूना,seven,7,math,Nepali,ne,matrso01,start.html?id=matrso01&lang=np&grade=7,images/main/math/Grade7/Regular-Solid-Objects.png
टेसिलेसनको धारणा,seven,7,math,Nepali,ne,mattes01,start.html?id=mattes01&lang=np&grade=7,images/main/math/Grade7/Tessellations.png
"परावर्तन, परिक्रमण र विस्थापन",seven,7,math,Nepali,ne,mattfn01,start.html?id=mattfn01&lang=np&grade=7,"images/main/math/Grade7/Reflection,-Rotation-and-Translation.png"
दिशास्थिति र स्केल ड्रइङ,seven,7,math,Nepali,ne,matbsd01,start.html?id=matbsd01&lang=np&grade=7,images/main/math/Grade7/Bearing-and-Scale-Drawing.png
समूहगत र असमूहगत तथ्याङ्क र मध्यक,seven,7,math,Nepali,ne,matdgm01,start.html?id=matdgm01&lang=np&grade=7,images/main/math/Grade7/Discrete-and-grouped-data-and-mean.png
Plant Classification,seven,7,science,English,en,scipnt01,start.html?id=scipnt01&lang=en&grade=7,images/main/science/Grade7/Classification-of-Plants.png
Animal Classification,seven,7,science,English,en,sciani01,start.html?id=sciani01&lang=en&grade=7,images/main/science/Grade7/Classification-of-Animals.png
Classification of invertebrates,seven,7,science,English,en,scicli01,start.html?id=scicli01&lang=en&grade=7,images/thumb/science/classification-of-invertebrates-Gr-501.png
Cell,seven,7,science,English,en,scicls01,start.html?id=scicls01&lang=en&grade=7,images/thumb/science/cell-gr-6_001.png
Animal Life Process,seven,7,science,English,en,scilps01,start.html?id=scilps01&lang=en&grade=7,images/main/science/Grade7/Life-Process-Animals.png
Plant Life Process,seven,7,science,English,en,scipps01,start.html?id=scipps01&lang=en&grade=7,images/main/science/Grade7/Life-process-of-plants.png
Distance and Displacement,seven,7,science,English,en,scidis01,start.html?id=scidis01&lang=en&grade=7,images/main/science/Grade7/Distance-&-Displacement.png
The Adventure of Distance and Displacement,seven,7,science,English,en,scidad01,start.html?id=scidad01&lang=en&grade=7,images/main/science/Grade7/dis_outer_thumbnail.png
Force,seven,7,science,English,en,scifor01,start.html?id=scifor01&lang=en&grade=7,images/main/science/Grade7/Force.png
Work Energy Power,seven,7,science,English,en,sciwep01,start.html?id=sciwep01&lang=en&grade=7,images/main/science/Grade7/Work-Energy-and-Power.png
Work And Power,seven,7,science,English,en,scipwe01,start.html?id=scipwe01&lang=en&grade=7,images/main/science/Grade8/Grade8-work_energy_and_power.png
Heat,seven,7,science,English,en,scihit01,start.html?id=scihit01&lang=en&grade=7,images/main/science/Grade7/Heat.png
Sound,seven,7,science,English,en,scisnd01,start.html?id=scisnd01&lang=en&grade=7,images/main/science/Grade7/sound.png
Static Electricity,seven,7,science,English,en,sciels01,start.html?id=sciels01&lang=en&grade=7,images/thumb/science/static_electricity_gr_7_01.png
Density,seven,7,science,English,en,sciden01,start.html?id=sciden01&lang=en&grade=7,images/thumb/science/thumbnail_density_grade7.png
State of Matter,seven,7,science,English,en,scisom01,start.html?id=scisom01&lang=en&grade=7,images/main/science/Grade7/state_of_matter.png
Properties of matter,seven,7,science,English,en,scipom01,start.html?id=scipom01&lang=en&grade=7,images/main/science/Grade7/properties_of_matter.png
Rocks,seven,7,science,English,en,scisoe01,start.html?id=scisoe01&lang=en&grade=7,images/main/science/Grade7/rocks.png
Weather and Climate,seven,7,science,English,en,sciwcl01,start.html?id=sciwcl01&lang=en&grade=7,images/main/science/Grade7/weather.png
Atmosphere,seven,7,science,English,en,sciatm01,start.html?id=sciatm01&lang=en&grade=7,images/main/science/Grade7/Atmosphere.png
वनस्पतिको वर्गीकरण,seven,7,science,Nepali,ne,scipnt01,start.html?id=scipnt01&lang=np&grade=7,images/main/science/Grade7/Classification-of-Plants.png
जनावरहरूको वर्गीकरण,seven,7,science,Nepali,ne,sciani01,start.html?id=sciani01&lang=np&grade=7,images/main/science/Grade7/Classification-of-Animals.png
मेरुदण्ड नभएका जनावरको वर्गीकरण,seven,7,science,Nepali,ne,scicli01,start.html?id=scicli01&lang=np&grade=7,images/thumb/science/classification-of-invertebrates-Gr-501.png
कोष,seven,7,science,Nepali,ne,scicls01,start.html?id=scicls01&lang=np&grade=7,images/thumb/science/cell-gr-6_001.png
जनावरहरूको जीवन प्रक्रिया,seven,7,science,Nepali,ne,scilps01,start.html?id=scilps01&lang=np&grade=7,images/main/science/Grade7/Life-Process-Animals.png
बिरूवाको जीवन प्रक्रिया,seven,7,science,Nepali,ne,scipps01,start.html?id=scipps01&lang=np&grade=7,images/main/science/Grade7/Life-process-of-plants.png
दूरी र स्थानान्तरण,seven,7,science,Nepali,ne,scidis01,start.html?id=scidis01&lang=np&grade=7,images/main/science/Grade7/Distance-&-Displacement.png
दूरी र स्थानान्तरणको रमाइलो यात्रा,seven,7,science,Nepali,ne,scidad01,start.html?id=scidad01&lang=np&grade=7,images/main/science/Grade7/dis_outer_thumbnail.png
बल,seven,7,science,Nepali,ne,scifor01,start.html?id=scifor01&lang=np&grade=7,images/main/science/Grade7/Force.png
"कार्य,शक्ति र सामर्थ्य",seven,7,science,Nepali,ne,sciwep01,start.html?id=sciwep01&lang=np&grade=7,images/main/science/Grade7/Work-Energy-and-Power.png
कार्य र सामर्थ्य,seven,7,science,Nepali,ne,scipwe01,start.html?id=scipwe01&lang=np&grade=7,images/main/science/Grade8/Grade8-work_energy_and_power.png
ताप,seven,7,science,Nepali,ne,scihit01,start.html?id=scihit01&lang=np&grade=7,images/main/science/Grade7/Heat.png
ध्वनि,seven,7,science,Nepali,ne,scisnd01,start.html?id=scisnd01&lang=np&grade=7,images/main/science/Grade7/sound.png
स्थिर विद्युत्,seven,7,science,Nepali,ne,sciels01,start.html?id=sciels01&lang=np&grade=7,images/thumb/science/static_electricity_gr_7_01.png
घनत्व,seven,7,science,Nepali,ne,sciden01,start.html?id=sciden01&lang=np&grade=7,images/thumb/science/thumbnail_density_grade7.png
पदार्थ,seven,7,science,Nepali,ne,scisom01,start.html?id=scisom01&lang=np&grade=7,images/main/science/Grade7/state_of_matter.png
पदार्थका गुण,seven,7,science,Nepali,ne,scipom01,start.html?id=scipom01&lang=np&grade=7,images/main/science/Grade7/properties_of_matter.png
चट्टान,seven,7,science,Nepali,ne,scisoe01,start.html?id=scisoe01&lang=np&grade=7,images/main/science/Grade7/rocks.png
मौसम र हावापानी,seven,7,science,Nepali,ne,sciwcl01,start.html?id=sciwcl01&lang=np&grade=7,images/main/science/Grade7/weather.png
वायुमण्डल,seven,7,science,Nepali,ne,sciatm01,start.html?id=sciatm01&lang=np&grade=7,images/main/science/Grade7/Atmosphere.png
Introducing Others Formally,seven,7,english,English,en,engiof01,start.html?id=engiof01&lang=en&grade=7,images/thumb/english/introducing_others_formally_thumbnails.png
Introduction of a visiting relative,seven,7,english,English,en,eng0l101,start.html?id=eng0l101&lang=en&grade=7,images/main/english/Grade7/Lesson-01.png
Introduction of a New Student,seven,7,english,English,en,eng0l201,start.html?id=eng0l201&lang=en&grade=7,images/main/english/Grade7/Lesson-02.png
Asking for permissions,seven,7,english,English,en,engrgd01,start.html?id=engrgd01&lang=en&grade=7,images/thumb/english/rgd_thumbnail.png
Gaura Festival,seven,7,english,English,en,eng0l601,start.html?id=eng0l601&lang=en&grade=7,images/main/english/Grade7/Lesson-06.png
A Visit to the Hospital,seven,7,english,English,en,eng0l801,start.html?id=eng0l801&lang=en&grade=7,images/main/english/Grade7/Lesson-08.png
Sentence Construction: Poetry,seven,7,english,English,en,eng2l501,start.html?id=eng2l501&lang=en&grade=7,images/main/english/Grade7/Lesson-15.png
Making Conversations,seven,7,english,English,en,eng9l101,start.html?id=eng9l101&lang=en&grade=7,images/main/english/Grade7/Lesson-11.png
Drafting Invitations,seven,7,english,English,en,eng3l701,start.html?id=eng3l701&lang=en&grade=7,images/main/english/Grade7/Lesson-13.png
Trek to Namche,seven,7,english,English,en,eng1l901,start.html?id=eng1l901&lang=en&grade=7,images/main/english/Grade7/Lesson-09.png
Eye camp and Dr. Sanduk Ruit,seven,7,english,English,en,eng0l501,start.html?id=eng0l501&lang=en&grade=7,images/main/english/Grade7/Lesson-05.png
Jhamak Kumari: A Flower in the Midst of Thorns,seven,7,english,English,en,eng2l101,start.html?id=eng2l101&lang=en&grade=7,images/main/english/Grade7/Lesson-20.png
Lakes,seven,7,english,English,en,eng0l701,start.html?id=eng0l701&lang=en&grade=7,images/main/english/Grade7/Lesson-07.png
Sports - Football,seven,7,english,English,en,eng0l401,start.html?id=eng0l401&lang=en&grade=7,images/main/english/Grade7/Lesson-04.png
Endangered Animals,seven,7,english,English,en,eng0l901,start.html?id=eng0l901&lang=en&grade=7,images/main/english/Grade7/Lesson-12.png
Surprise and Dismay,seven,7,english,English,en,engsad01,start.html?id=engsad01&lang=en&grade=7,images/thumb/english/sd_thumbnail.png
Festival of Machhendranath,seven,7,english,English,en,eng0l301,start.html?id=eng0l301&lang=en&grade=7,images/main/english/Grade7/Lesson-03.png
Making a Photo Frame,seven,7,english,English,en,eng2l601,start.html?id=eng2l601&lang=en&grade=7,images/main/english/Grade7/Lesson-16.png
Writing a diary: Anne Frank,seven,7,english,English,en,eng3l101,start.html?id=eng3l101&lang=en&grade=7,images/main/english/Grade7/Lesson-10.png
Stating Purpose,seven,7,english,English,en,eng6l901,start.html?id=eng6l901&lang=en&grade=7,images/main/english/Grade7/Lesson-14.png
Kite Flying,seven,7,english,English,en,eng7l701,start.html?id=eng7l701&lang=en&grade=7,images/main/english/Grade7/Lesson-17.png
Mahakali Bridge,seven,7,english,English,en,eng2l801,start.html?id=eng2l801&lang=en&grade=7,images/main/english/Grade7/Lesson-18.png
Thakali Restaurant,seven,7,english,English,en,eng2l901,start.html?id=eng2l901&lang=en&grade=7,images/main/english/Grade7/Lesson-19.png
Intro to Venn Diagrams,eight,8,math,English,en,matsvd01,start.html?id=matsvd01&lang=en&grade=8,images/thumb/math/intro_to_venn_out_img.png
Set,eight,8,math,English,en,matdif01,start.html?id=matdif01&lang=en&grade=8,images/main/math/Grade8/Grade8-set.png
Proper and Improper Subset,eight,8,math,English,en,matpis01,start.html?id=matpis01&lang=en&grade=8,images/thumb/math/proper_improper_subset/thumbnail.png
Rational and Irrational,eight,8,math,English,en,matrat01,start.html?id=matrat01&lang=en&grade=8,images/main/math/Grade8/Grade8-rational_and_irrational.png
Binary and Quinary Number System,eight,8,math,English,en,matbnq01,start.html?id=matbnq01&lang=en&grade=8,images/main/math/Grade7/Binary-and-Quinary-Number-System.png
"Ratio, Percentage and Proportion",eight,8,math,English,en,matrrp01,start.html?id=matrrp01&lang=en&grade=8,images/main/math/Grade8/Grade8-ratio_percentage-and_proportion.png
"Profit, Loss & Discount",eight,8,math,English,en,matpld01,start.html?id=matpld01&lang=en&grade=8,images/main/math/Grade8/Grade8-profit_loss_and_discount.png
Unitary Method,eight,8,math,English,en,matume01,start.html?id=matume01&lang=en&grade=8,images/main/math/Grade8/Grade8-unitary_method.png
Simple Interest,eight,8,math,English,en,matsim01,start.html?id=matsim01&lang=en&grade=8,images/main/math/Grade8/Grade8-simple_interest.png
Perimeter,eight,8,math,English,en,matper01,start.html?id=matper01&lang=en&grade=8,images/main/math/Grade8/Grade8-Perimeter.png
Area,eight,8,math,English,en,matare01,start.html?id=matare01&lang=en&grade=8,images/main/math/Grade8/Grade8-area.png
Volume,eight,8,math,English,en,matvol01,start.html?id=matvol01&lang=en&grade=8,images/main/math/Grade8/Grade8-volume.png
Using Laws of Exponents,eight,8,math,English,en,matexe01,start.html?id=matexe01&lang=en&grade=8,images/thumb/math/exponents_8/thumbnail.png
Factorization,eight,8,math,English,en,matfct01,start.html?id=matfct01&lang=en&grade=8,images/main/math/Grade8/Grade8-factorization.png
HCF and LCM,eight,8,math,English,en,mathcf01,start.html?id=mathcf01&lang=en&grade=8,images/main/math/Grade8/Grade8-HCF_and_LCM.png
Equation and inequality,eight,8,math,English,en,mateni01,start.html?id=mateni01&lang=en&grade=8,images/main/math/Grade8/Grade8-equation-and-inequality.png
Triangles,eight,8,math,English,en,mattri01,start.html?id=mattri01&lang=en&grade=8,images/main/math/Grade8/Grade8-Triangles.png
Quadrilaterals,eight,8,math,English,en,matqug01,start.html?id=matqug01&lang=en&grade=8,images/main/math/Grade8/Grade8-Quadrilateral.png
Circle,eight,8,math,English,en,matcir01,start.html?id=matcir01&lang=en&grade=8,images/main/math/Grade8/Grade8-circle.png
Construction of Polygons,eight,8,math,English,en,matpol01,start.html?id=matpol01&lang=en&grade=8,images/main/math/Grade8/Grade8-polygon.png
Transformation,eight,8,math,English,en,matref01,start.html?id=matref01&lang=en&grade=8,images/main/math/Grade8/Grade8-Transformation.png
Bearing and Scale Drawing,eight,8,math,English,en,matbng01,start.html?id=matbng01&lang=en&grade=8,images/main/math/Grade8/Grade8-bearing.png
Pie Chart,eight,8,math,English,en,matpie01,start.html?id=matpie01&lang=en&grade=8,images/thumb/math/piec_thumbnail.png
Statistics,eight,8,math,English,en,matmea01,start.html?id=matmea01&lang=en&grade=8,images/main/math/Grade8/Grade8-mean-median-mode.png
भेन चित्रको परिचय,eight,8,math,Nepali,ne,matsvd01,start.html?id=matsvd01&lang=np&grade=8,images/thumb/math/intro_to_venn_out_img.png
समूह,eight,8,math,Nepali,ne,matdif01,start.html?id=matdif01&lang=np&grade=8,images/main/math/Grade8/Grade8-set.png
उपयुक्त र अनुपयुक्त उपसमूह,eight,8,math,Nepali,ne,matpis01,start.html?id=matpis01&lang=np&grade=8,images/thumb/math/proper_improper_subset/thumbnail.png
